userId,movieId,rating,unix_timestamp,Predict rating
1,20,4,887431883,3.345544966403395
1,33,4,878542699,3.440352592151612
1,61,4,878542420,3.811013612896204
1,117,3,874965739,3.6383644047309645
1,155,2,878542201,2.9756138229276985
1,160,4,875072547,3.42519339825958
1,171,5,889751711,3.952256257645786
1,189,3,888732928,4.120174258947372
1,202,5,875072442,3.7712673217756674
1,265,4,878542441,3.8637963915243745
2,13,4,888551922,3.405931896646507
2,50,5,888552084,4.360872901394032
2,251,5,888552084,4.262585041113198
2,280,3,888551441,3.108746123034507
2,281,3,888980240,3.1660139561863616
2,290,3,888551441,3.016653638333082
2,292,4,888550774,3.5294138957979158
2,297,4,888550871,3.9040739135816693
2,312,3,888550631,3.1493631668854505
2,314,1,888980085,0.9999999701976776
3,245,1,889237247,3.0679338481859304
3,294,2,889237224,3.0781049393408466
3,323,2,889237269,2.9250502071809024
3,328,5,889237455,3.3777137306169607
3,331,4,889237455,3.5810070005245507
3,332,1,889237224,3.468946994806174
3,334,3,889237122,3.4096840861602686
3,335,1,889237269,2.744216376915574
3,337,1,889236983,3.0186171121895313
3,343,3,889237122,3.069547237828374
4,50,5,892003526,4.407216364306805
4,260,4,892004275,2.7454521062900312
4,264,3,892004275,2.7061775643378496
4,288,4,892001445,3.479265722358832
4,294,5,892004409,3.1233299230225384
4,303,5,892002352,3.6500644418410957
4,354,5,892002353,3.3159546945244074
4,356,3,892003459,3.4266304422635585
4,357,4,892003525,4.316267656889977
4,361,5,892002353,3.241999987512827
5,1,4,875635748,3.9190506806808116
5,2,3,875636053,3.1858356231823564
5,17,4,875636198,3.0426253692712635
5,98,3,875720691,4.307786327204667
5,110,1,875636493,2.501890590414405
5,225,2,875635723,2.815924714319408
5,363,3,875635225,2.7778575653210282
5,424,1,875635807,1.1762376828119159
5,439,1,878844423,0.9999999701976776
5,454,1,875721432,2.9812560006976128
6,14,5,883599249,3.9882246233755723
6,23,4,883601365,4.135032588557806
6,69,3,883601277,3.8285545026301406
6,86,3,883603013,3.9011171954334714
6,98,5,883600680,4.3151357605238445
6,258,2,883268278,3.7772421876725275
6,301,2,883600406,3.2531242802506313
6,463,4,883601713,3.8846664987504482
6,492,5,883601089,3.7837331192567945
6,517,4,883602212,3.769085984211415
7,32,4,891350932,3.711600616108626
7,163,4,891353444,3.520031616091728
7,382,4,891352093,3.4900720777222887
7,430,3,891352178,3.985418832162395
7,455,4,891353086,3.285721741616726
7,479,4,891352010,4.287809887784533
7,492,5,891352010,3.7919133296236396
7,497,4,891352134,3.853249806445092
7,648,5,891351653,3.9741149619221687
7,661,5,891351624,4.113808922236785
8,22,5,879362183,4.202306029619649
8,50,5,879362124,4.426397569477558
8,79,4,879362286,4.064706197852502
8,89,4,879362124,4.191017873410601
8,182,5,879362183,3.9534524421032984
8,294,3,879361521,3.042217884431011
8,338,4,879361873,2.4883749904111028
8,385,1,879362124,3.5517538448330015
8,457,1,879361825,1.500347476452589
8,550,3,879362356,3.3184330298099667
9,6,5,886960055,3.433811988681555
9,286,5,886960055,3.6693647071515443
9,298,5,886960055,3.7337002948625013
9,340,4,886958715,3.632903408491984
9,479,4,886959343,4.280040749697946
9,487,5,886960056,4.069751644972712
9,507,4,886959343,3.8147435914725065
9,521,4,886959343,3.8547827888978645
9,527,3,886959344,4.0375775980064645
9,691,5,886960055,3.4841021285392344
10,7,4,877892210,3.8337234871578403
10,16,4,877888877,3.223341149277985
10,100,5,877891747,4.193148785518133
10,175,3,877888677,3.8399502667598426
10,285,5,877889186,4.296622009249404
10,461,3,877888944,3.6353839221410453
10,486,4,877886846,3.8112472253851593
10,488,5,877888613,4.200922766700387
10,504,5,877892110,3.8512356779538095
10,611,5,877886722,4.102576617151499
11,38,3,891905936,2.9387012852239423
11,110,3,891905324,2.5668750274926424
11,111,4,891903862,3.4517699562129565
11,227,3,891905896,3.275855554267764
11,425,4,891904300,3.7158399655018
11,558,3,891904214,3.595357708632946
11,723,5,891904637,3.0687736980617046
11,725,3,891905568,2.6804154105484486
11,732,3,891904596,3.6471173651516438
11,740,4,891903067,3.3595688226632774
12,82,4,879959610,3.7561912290984765
12,96,4,879959583,3.990264859807212
12,97,5,879960826,3.8052377903368324
12,132,5,879959465,4.098927328363061
12,143,5,879959635,3.779244340956211
12,172,4,879959088,4.228199302509893
12,204,5,879960826,3.86215761967469
12,300,4,879958639,3.5516066258132923
12,471,5,879959670,3.5330243310309015
12,735,5,879960826,3.889494282542728
13,56,5,881515011,4.107391712605022
13,98,4,881515011,4.317010327882599
13,186,4,890704999,3.8059172466164455
13,198,3,881515193,3.9776733107864857
13,215,5,882140588,3.6666722170775756
13,272,4,884538403,4.237812438223045
13,344,2,888073635,3.749408544972539
13,360,4,882140926,2.664175096899271
13,526,3,882141053,3.9050940074957907
13,836,2,882139746,3.781636292114854
14,22,3,890881521,4.1012654268415645
14,98,3,890881335,4.316498346743174
14,111,3,876965165,3.4520152278710157
14,174,5,890881294,4.256692283099255
14,213,5,890881557,3.951385905231291
14,269,4,892242403,3.962414106092183
14,357,2,890881294,4.314940940588713
14,474,4,890881557,4.2933739785221405
14,530,5,890881433,4.001712159253657
14,709,5,879119693,4.063422941369936
15,25,3,879456204,3.4698208624322433
15,127,2,879455505,4.302582108532079
15,222,3,879455730,3.678534543607384
15,331,3,879455166,3.4624318927526474
15,405,2,879455957,3.3709219987795223
15,473,1,879456204,3.126031188352499
15,678,1,879455311,2.756015795166604
15,685,4,879456288,3.386711920844391
15,749,1,879455311,3.0203358875587583
15,932,1,879456465,2.9274360607378185
16,8,5,877722736,4.011829578899778
16,55,5,877717956,3.739234179724008
16,64,5,877720297,4.474994157673791
16,89,2,877717833,4.1460851461743005
16,178,5,877719333,4.329225583234802
16,194,5,877720733,4.069712951837573
16,197,5,877726146,4.06135778746102
16,209,5,877722736,3.864595049759373
16,705,5,877722736,3.9747023864183575
16,944,1,877727122,2.9584171939641237
17,1,4,885272579,3.808338212504168
17,9,3,885272558,3.8863680239592213
17,13,3,885272654,3.527277235640213
17,117,3,885272724,3.6320194490836
17,125,1,885272538,3.494232652185019
17,151,4,885272751,3.666527734385454
17,237,2,885272628,3.6727464294526726
17,245,2,885166209,3.0154326091578696
17,508,3,885272779,3.683405918534845
17,744,3,885272606,3.5152184483595192
18,26,4,880129731,3.397046653088182
18,86,4,880129731,3.900911906705005
18,113,5,880129628,4.096743740141392
18,182,4,880130640,3.9307236683089286
18,202,3,880130515,3.7492645666352473
18,408,5,880129628,4.5237987883156165
18,443,3,880130193,3.8543266527121887
18,496,5,880130470,4.180054487194866
18,729,3,880131236,3.443600274156779
18,950,3,880130764,2.8261313745751977
19,4,4,885412840,3.5132682729745284
19,153,4,885412840,3.8368664074805565
19,201,3,885412839,3.5731517432723194
19,258,4,885411840,3.828653308271896
19,310,4,885412063,3.647865811653901
19,313,2,885411792,4.304952148289885
19,382,3,885412840,3.497676556929946
19,435,5,885412840,3.969829540932551
19,655,3,885412723,3.853742129926104
19,692,3,885412840,3.6592754626180977
20,11,2,879669401,3.8290171527769417
20,118,4,879668442,3.2908126731636003
20,172,3,879669181,4.285842600511387
20,176,2,879669152,3.9969134882558137
20,186,3,879669040,3.8773117960663512
20,194,3,879669152,4.100469466182403
20,208,2,879669401,3.969130973739084
20,288,1,879667584,3.503296552138636
20,405,3,879668555,3.3437051053042524
20,678,4,879667684,2.814802461245563
21,103,1,874951245,1.7765741534531116
21,129,4,874951382,3.855207244399935
21,164,5,874951695,3.563702077837661
21,222,2,874951382,3.6576451398141216
21,324,4,874950889,3.1213762348052114
21,370,1,874951293,2.698317615315318
21,440,1,874951798,1.90801652520895
21,447,5,874951695,3.5296655436977744
21,558,5,874951695,3.5858003427274525
21,948,1,874951054,2.1940115154720843
22,79,4,878887765,4.047881588849123
22,80,4,878887227,2.7120426166802645
22,128,5,878887983,3.5967788035050035
22,241,3,878888025,3.514672849327326
22,258,5,878886261,3.827550128013172
22,376,3,878887112,2.777542568743229
22,377,1,878887116,2.1715643368661404
22,510,5,878887765,3.92881360265892
22,511,4,878887983,4.176410872023553
22,791,1,878887227,2.6636448949575424
23,170,4,874785348,4.144652340677567
23,172,4,874785889,4.2291729100979865
23,196,2,874786926,3.880833534291014
23,258,5,876785704,3.824432505374716
23,323,2,874784266,2.8485678698925767
23,381,4,874787350,3.485170220490545
23,385,4,874786462,3.511959981173277
23,404,4,874787860,3.6927652806043625
23,463,4,874785843,3.8736917746718973
23,1006,3,874785809,2.599244308657944
24,64,5,875322758,4.49784363451181
24,129,3,875246185,3.839453904889524
24,153,4,875323368,3.8087775126332417
24,191,5,875323003,4.195601077750325
24,367,2,875323241,3.4919950789771974
24,372,4,875323553,3.5046305945143104
24,427,5,875323002,4.34315855812747
24,662,5,875323440,3.371888466179371
24,742,4,875323915,3.6030918507894967
24,763,5,875322875,3.422512973775156
25,25,5,885853415,3.3401647333666915
25,181,5,885853415,4.021229072852293
25,208,4,885852337,3.9728500822093338
25,222,4,885852817,3.6098338293959387
25,228,4,885852920,3.81485171278473
25,257,4,885853415,3.7809195598820224
25,258,5,885853199,3.828819051879691
25,357,4,885852757,4.288062315026764
25,501,3,885852301,3.541315666399896
25,615,5,885852611,4.105608216486871
26,15,4,891386369,3.7479281332925893
26,25,3,891373727,3.4504406381747685
26,125,4,891371676,3.545699460315518
26,235,2,891372429,2.8047974930377677
26,258,3,891347949,3.8286361508071423
26,455,3,891371506,3.2007433839607984
26,685,3,891371676,3.3486270389985293
26,930,2,891385985,2.6393937608227134
26,1015,3,891352136,2.5557643100619316
26,1016,3,891377609,3.4716056070756167
27,121,4,891543191,3.391674639453413
27,246,4,891542897,3.9243272026069462
27,281,3,891543164,3.151103901444003
27,298,4,891543164,3.7290356367011555
27,370,4,891543245,2.8599516293033957
27,475,2,891542942,3.9220635154051706
27,596,2,891542987,3.2874742238782346
27,742,3,891543129,3.5974572904524393
27,925,3,891543245,3.163083015009761
27,978,2,891543222,2.6000534798949957
28,7,5,881961531,3.856865041627316
28,79,4,881961003,4.05241992790252
28,95,3,881956917,3.7926836978876963
28,98,5,881961531,4.339755445660558
28,173,3,881956220,4.2319957137224264
28,201,3,881961671,3.517501319758594
28,209,4,881961214,3.859955064486712
